# name	lat	lon	state	admin	pop  — GeoNames (CC-BY 4.0), NE India + Sikkim
mukto circle	27.5159	91.9163	AR	1	3655
mulam	24.1940	93.6842	MN	0	0
mullianpui	22.6780	92.5655	MZ	0	0
mumbarakkapatti	9.9148	78.3828	MZ	0	0
mumgaon	26.3814	93.4851	AS	0	0
mungram	27.1345	88.3988	SK	0	0
munpi	24.3203	93.5083	MN	0	0
muphlang	25.4073	92.1825	ML	0	0
murhari	24.1787	91.8233	TR	0	4827
murkong selek	27.8254	95.2290	AS	0	0
murlen	23.6588	93.2843	MZ	0	0
musalmanpara	26.3446	89.8615	AS	0	0
mushalpur	26.5792	91.4261	AS	0	0
mutah	25.6360	92.2791	ML	0	0
mutong	25.3410	92.5917	ML	0	0
mylliem	25.5409	91.8543	ML	1	313914
mynser	25.9151	92.4086	AS	0	0
mynska	25.4520	92.4436	ML	0	0
mynsning	25.3833	92.5500	ML	0	0
mynso	25.5533	92.3256	ML	0	0
n thingdawl	24.0980	92.6973	MZ	1	25468
na duar	26.7565	93.0282	AS	1	123542
na sripuria	27.2366	95.2180	AS	0	0
nachankuti	26.4123	90.4410	AS	0	0
nacho	28.3769	93.8423	AR	0	0
nacho sdo	28.4502	93.8437	AR	1	5151
nadiapara	26.0137	91.2686	AS	0	0
nafra	27.3711	92.5441	AR	0	0
nafra eac	27.5270	92.5091	AR	1	7403
nagaon	26.3504	92.6923	AS	1	2823768
nagarbera	26.0956	91.0220	AS	1	78280
nagargaon	27.0041	94.1597	AS	0	0
nagdirgram	24.6642	92.8659	AS	0	0
nagg tel	27.5378	88.6186	SK	0	0
nagidanda	27.1688	88.4521	SK	0	0
naginimora	26.8466	94.8778	NL	1	1583
nagraibari	23.5986	91.6139	TR	0	0
naharani	26.9008	93.6763	AS	0	0
naharkatiya	27.2223	95.3534	AS	1	187408
naharlagun	27.1047	93.6952	AR	0	36158
naharlagun eac	27.1331	93.6835	AR	1	49106
nahira	26.1093	91.4704	AS	0	11790
nahorkatiya	27.2860	95.3280	AS	0	18937
naitar	26.0696	90.9985	AS	0	0
nakachari	26.7063	94.3952	AS	0	0
nakchok	27.4022	88.7764	SK	0	0
nakhangia bongali	27.3519	95.1562	AS	0	0
nakhatia	27.2833	95.3333	AS	0	0
nakhola	26.1220	92.1995	AS	0	0
nakhula grant	26.1215	92.2105	AS	0	3806
nakraihapara	23.9976	92.1006	TR	0	0
nalaitinputtur	9.1326	77.8197	MZ	0	0
nalam	27.1558	88.4816	SK	0	0
nalapara	25.8902	91.1839	AS	0	0
nalbari	26.5000	91.4000	AS	1	771639
nalkata	24.0561	92.0022	TR	0	0
nallaiyanur	11.8517	77.8295	TR	0	0
nalong	25.4131	93.7975	MN	0	0
nam dabaka	26.0987	92.8520	AS	0	0
nambashi	24.5906	94.3554	MN	0	0
nambol	24.6813	93.8329	MN	1	68102
namchi	27.3112	88.3744	SK	1	146850
namchibung	27.2463	88.6066	SK	0	0
namdang	26.9499	94.5453	AS	0	0
namgaon	27.2389	88.2804	SK	0	0
namphing	27.2319	88.4796	SK	0	0
nampong	27.3061	96.1060	AR	0	0
nampong sdo	27.2874	96.1191	AR	1	3636
namrek	27.1394	88.2668	SK	0	0
namrup	27.1940	95.3193	AS	0	18432
namsai	27.6673	95.8618	AR	1	0
namsai hq	27.6938	95.9035	AR	1	26865
namsang	26.7427	94.7999	NL	1	3002
namsing	27.9269	95.4874	AR	0	0
namsing circle	28.0033	95.4822	AR	1	7459
namthang	27.1629	88.4775	SK	0	0
namtok	27.2457	95.7157	AR	0	0
namtok eac	27.2260	95.6954	AR	1	3875
namtolagaon	26.9656	95.0594	NL	0	0
nandu	27.1508	88.3015	SK	0	0
nangalepcha	27.1446	88.2959	SK	0	0
nankar bhaira	26.4868	91.5027	AS	0	0
naobaicha	27.1674	93.9950	AS	1	148973
naoboicha	27.4154	94.6840	AS	0	0
naojan	26.1262	93.8429	AS	0	0
naokata	26.6478	91.7223	AS	0	0
naolsalia	26.5891	94.0297	AS	0	0
naorem	24.7359	93.9228	MN	0	0
naptipara	26.3509	91.3735	AS	0	0
narainpur	25.1000	92.8333	AS	0	0
narayanpur	26.9521	93.8360	AS	1	135641
narengi tinali	26.1820	91.8321	AS	0	0
nari adc	27.8641	95.1046	AR	1	95
narikuchi	26.4610	91.5717	AS	0	0
narjan	26.5760	93.2519	AS	0	0
narsingarh	23.9097	91.2508	TR	0	7404
nartap	25.8560	91.9039	ML	0	0
nartiang	25.5689	92.2088	ML	0	0
naryanpur	26.9501	93.8577	AS	0	6001
nasatra	26.3225	91.0598	AS	0	0
nasbor	26.8591	93.4019	AS	0	0
natabari	26.3073	89.8541	AS	0	0
natanpur grant	25.0106	92.4270	AS	0	0
nathang	27.2977	88.8194	SK	0	0
nathkuchi	26.6151	91.2848	AS	0	0
natsimi	25.9165	94.2988	NL	0	0
naubaisa goan	26.7955	94.2159	AS	0	5015
navanchanarabari	23.1561	91.7117	TR	0	0
naya bazar	27.1308	88.2397	SK	0	1035
nayabazar	27.1467	88.2798	SK	0	1235
nayagram	24.5687	92.4221	AS	0	0
nayapara	26.4511	89.8997	AS	0	0
naysatra	26.3080	90.6933	AS	0	0
nazira	26.8526	94.7360	AS	1	204352
neamati	26.8333	94.3000	AS	0	0
neghereting	26.7333	94.1167	AS	0	0
neihbawi	23.8374	92.7437	MZ	0	0
neihdawn	23.5059	93.2410	MZ	0	0
nengkhra agalgiri	25.5167	90.6942	ML	0	0
nepaligaon	26.9689	93.9761	AS	0	0
nepalipara	26.4689	89.8821	AS	0	0
nepalpara	26.4595	89.9802	AS	0	0
nerhema	25.7795	94.1201	NL	0	0
new bongaigaon	26.4638	90.5639	AS	0	0
new bongaigaon railway colony	26.4772	90.5360	AS	0	14896
new dawn	22.9025	92.8287	MZ	0	0
new seren	27.7379	94.8843	AS	0	0
new seren circle	27.8059	94.9647	AR	1	3048
ngarikhunaw	25.3420	94.3289	MN	0	0
ngawar	25.2799	94.2560	MN	0	0
ngopa	23.8730	93.2606	MZ	1	17713
ngoungchung	26.3466	94.8244	NL	1	6111
ngunlingkhua	22.1764	92.6396	MZ	0	348
niaunyu	26.8536	95.3179	AR	0	0
niausao	26.8198	95.2796	AR	0	0
nichuguard	25.8056	93.7849	NL	0	0
nidanpur	25.9325	90.1172	ML	0	0
nidanpur pt-ii	26.0233	90.3037	AS	0	7954
nihokhu	25.8540	93.9314	NL	1	8699
nij charaibahi	26.2920	92.4548	AS	0	0
nij laluk	27.1188	93.9296	AS	0	0
nikashi	26.7294	91.3629	AS	0	0
niktak	27.9647	93.8729	AR	0	0
nikte kodum circle	28.1155	94.6913	AR	1	1984
nilai jhora	26.3998	89.9441	AS	0	0
nilambazar	24.7279	92.3710	AS	1	242451
nilling	28.0360	93.9613	AR	0	0
nilling circle	28.0446	93.9589	AR	1	2769
ninging	28.9533	94.8332	AR	0	0
ningru	27.6301	95.8907	AR	0	0
ningthoukhong	24.5717	93.7641	MN	0	13078
nioku	27.9311	94.1240	AR	0	0
nirjuli	27.1329	93.7465	AR	0	0
nisapui	23.9394	92.7693	MZ	0	0
niuland	25.9634	93.9792	NL	1	12011
niz - mankata	27.4642	94.9213	AS	0	5924
niz banekuchi	26.4731	91.3964	AS	0	0
niz barala	26.4531	91.1569	AS	0	0
niz chenga	26.3054	91.1713	AS	0	0
niz chirakhowa	25.5947	89.9090	AS	0	0
niz katigorah pt iii	24.8773	92.5700	AS	0	5687
niz namati	26.5285	91.3060	AS	0	0
niz saldah	26.4529	91.1857	AS	0	0
niz tengakhat	27.3806	95.1719	AS	0	0
niz-bahjani	26.3806	91.4159	AS	0	5183
niz-hajo	26.2494	91.5243	AS	0	15188
nizamghat	28.2798	95.7117	AR	0	0
nizau	27.4500	92.6333	AR	0	0
noishapur	26.3767	89.8657	AS	0	0
nokhu	26.1289	95.0531	NL	1	4984
noklak	26.1005	95.0194	NL	1	55606
noksen	26.3692	94.7162	NL	1	14182
nolikata	25.2438	91.2597	ML	0	0
nomnang	27.3914	88.7520	SK	0	0
noney	24.6569	93.3856	MN	1	0
nongbah	25.5213	92.2489	ML	0	0
nongbarehrim	25.2435	92.0296	ML	0	0
nonghab	25.9477	92.0279	ML	0	0
nongianglang	25.7874	91.0887	ML	0	0
nongiapam	25.7874	91.1941	AS	0	0
nongjri	25.7475	91.9112	ML	0	0
nongjrong	25.7055	92.4930	ML	0	0
nongkhlaw	25.6838	91.6372	ML	0	0
nongkia	25.2177	91.4691	ML	0	0
nongkrem	25.4966	91.8799	ML	0	0
nongkrong	25.5849	91.0780	ML	0	0
nongkynshi	25.5233	91.5423	ML	0	0
nonglwai	25.4549	91.3290	ML	0	0
nongmen	25.3449	90.9026	ML	0	0
nongpoh	25.9023	91.8769	ML	0	17055
nongpur	25.6885	91.0539	ML	0	0
nongsning	25.2455	92.4046	ML	0	0
nongspung	25.4525	91.6004	ML	0	0
nongstoin	25.5729	91.2924	ML	1	93736
nongthymmai	25.5637	91.9064	ML	0	38004
nongtraw	25.6838	92.0214	ML	0	0
nongumlong	25.5644	91.8312	ML	0	7381
nongwalbibra	25.4667	90.7000	ML	0	0
norang	27.5917	92.9856	AR	0	0
north garo hills	25.8968	90.6160	ML	1	0
north guwahati	26.1975	91.7202	AS	0	17516
north guwahati pt	26.2445	91.7263	AS	1	76627
north lakhimpur	27.1650	94.1664	AS	1	250643
north lungsai	23.5023	92.7007	MZ	0	0
north mualthuam	23.1231	92.7409	MZ	0	0
north salmara	26.3656	90.6348	AS	0	0
north tripura	24.3554	92.1710	TR	1	693947
north vanlaiphai	23.1323	93.0653	MZ	0	3602
nowboisa	26.9130	94.4311	AS	0	0
nowsolia gaon	26.7308	94.1860	AS	0	4312
nring	27.5475	96.1030	AR	0	0
nsong	25.2975	93.5224	NL	1	5200
numaligarh	26.6225	93.7223	AS	0	7386
numaligarh refinery township	26.5885	93.7443	AS	0	2318
nungba	24.6595	93.3569	MN	1	13423
nungkuinu	24.0436	94.0763	MN	0	0
nungon	25.0101	94.4099	MN	0	0
nungtak	24.5237	94.1654	MN	0	0
nunmati	26.1833	91.8000	AS	0	0
nutan bazar	23.4291	91.7542	TR	0	0
nyapin	27.7192	93.3753	AR	0	0
nyapin adc	27.7161	93.4351	AR	1	6651
nyasia	26.7789	95.2027	NL	0	0
nyereng	28.9356	95.0091	AR	0	0
nyeying	28.4907	94.4184	AR	0	0
nyobia circle	27.8641	93.5720	AR	1	1629
nyorak	28.1110	94.6902	AR	0	0
nyukmadong	27.4333	92.1333	AR	0	0
nyuri	27.7000	92.2167	AR	0	0
oaklands	27.5500	95.0667	AS	0	0
oinam	24.6890	93.8129	MN	0	7161
oinamlong	24.7474	93.2702	MN	0	0
oksiguri	26.4503	89.9705	AS	0	0
old ziro	27.5934	93.8280	AR	0	0
old ziro sdo	27.6184	93.8442	AR	1	19605
omchhu	27.2176	88.3401	SK	0	0
ongpangkong	26.3027	94.4770	NL	1	83797
orang	26.7005	92.3236	AS	0	0
orangajuli	26.8167	91.8667	AS	0	0
oting	26.8435	94.9642	NL	0	0
oyan circle	27.9004	95.3361	AR	1	9715
pabong	27.2013	88.3582	SK	0	0
pabram	24.9498	93.3664	MN	0	0
pachak	27.2178	88.5669	SK	0	0
pache	27.2085	88.6022	SK	0	0
pachi	27.2333	88.4667	SK	0	0
pachim nalbari	26.3884	91.3297	AS	1	123761
padam	27.2161	88.3302	SK	0	0
padamche	27.2060	88.5795	SK	0	0
padamchen	27.2370	88.7663	SK	0	0
padmabil	26.4363	89.9634	AS	0	6874
pagigaon	27.1507	88.2273	SK	0	0
paglahat	26.2105	89.8640	AS	0	0
paglam	27.9406	95.5720	AR	0	0
pahumaragaon	27.1238	94.1099	AS	0	0
paikan bonmaza	26.3703	91.3481	AS	0	0
paikhai	23.6491	92.7598	MZ	0	0
pailapool	24.8303	93.0248	AS	0	0
paiyum	28.5420	94.6400	AR	0	0
pakariamukh	26.2667	92.0500	AS	0	0
pakhriguri	26.3891	90.7096	AS	0	0
pakke kessang	27.1053	93.0357	AR	1	15358
pakke kessang eac	27.1066	93.1875	AR	1	2420
paklanggaon	25.8505	93.2619	AS	0	0
pakoti circle	27.3944	92.9603	AR	1	4465
pakriguri	26.4642	89.9702	AS	0	0
pakyong	27.2250	88.6492	SK	1	94344
palanghat	24.6365	92.8565	AS	0	0
palangphabari	23.3000	91.7500	TR	0	0
palasbari	26.0035	91.4979	AS	1	239026
palasguri	26.4743	89.9347	AS	0	0
palaskandi	26.3611	89.8661	AS	0	0
palel	24.4493	94.0204	MN	0	0
palin	27.6963	93.6247	AR	0	0
palin circle	27.7000	93.6272	AR	1	9896
palitam	27.1613	88.4717	SK	0	0
palling	28.8379	94.8120	AR	0	0
palling circle	28.8668	94.8254	AR	1	613
palum	27.1397	88.3661	SK	0	0
pambriew	25.4247	91.3624	ML	0	0
pamdkhar	25.7333	92.3766	ML	0	0
pamsanngul	25.4053	91.6557	ML	0	0
panari	26.5484	91.8366	AS	0	0
panchgram	24.8614	92.5963	AS	0	0
pandu	26.1691	91.6771	AS	0	0
paneri	26.7269	91.9157	AS	0	0
pangchao sdo	26.7314	95.3050	AR	1	11808
pangchau	26.7230	95.2760	AR	0	0
pangchen	27.6833	91.7667	AR	0	0
pangin	28.2102	94.9887	AR	0	0
pangin eac	28.2048	94.9639	AR	1	3411
pangkibot	24.8757	93.4660	MN	0	0
pangti	26.2617	94.3194	NL	0	0
pangzawl	23.0949	92.8939	MZ	0	0
panigaon	26.3834	92.7945	AS	0	0
panikhaiti	26.2004	91.8762	AS	0	0
panikunda	25.2095	91.0189	ML	0	0
paniputa	26.8358	92.7755	AS	0	0
panisagar	24.2041	92.2456	TR	1	75973
panitola	27.4920	95.2541	AS	0	0
panitola gaon	27.4931	95.2567	AS	0	0
panso	26.1410	94.9429	NL	1	11036
panwari	26.4866	89.9551	AS	0	0
paomata	25.4965	94.3723	MN	1	53901
papum pare	27.2888	93.5969	AR	1	0
papung	27.2294	88.4458	SK	0	0
parakha	27.2429	88.6682	SK	0	0
parang	27.3310	93.5060	AR	0	0
parang circle	27.3590	93.4810	AR	1	1655
parasu tangani	26.3482	92.4629	AS	0	0
parbing	27.1801	88.4082	SK	0	0
parbuk sdo	28.0002	95.7497	AR	1	654
parbung	24.2496	93.1066	MN	0	0
pareng	28.3867	94.9147	AR	0	0
parengaon	27.2021	88.2549	SK	0	0
parghat	26.6261	93.7386	AS	0	0
parlli part	26.0995	91.5403	AS	0	5788
parva i	22.0856	92.6466	MZ	0	1516
parva ii	22.0859	92.6507	MZ	0	456
parva iii	22.0808	92.6538	MZ	0	266
parvatia	27.1748	88.2209	SK	0	0
pasighat	28.0663	95.3268	AR	0	25581
pasighat hq	28.0549	95.3337	AR	1	36354
pasompui	25.5138	93.5493	NL	0	0
passa valley circle	27.2596	93.1902	AR	1	1189
pasuarkhal	26.2377	90.1858	AS	0	0
patacharkuchi	26.5167	91.2667	AS	0	0
patakata	25.8529	89.9885	ML	0	0
patgaon	26.5695	90.2310	AS	0	0
pathakata	26.5065	90.0968	AS	0	0
pathakhuri	24.3793	92.4005	AS	0	0
pathalipam	27.4255	94.2933	AS	0	0
patharkandi	24.4599	92.2993	AS	1	261368
patharkhnang	25.6240	91.1523	ML	0	0
patharughat	26.4667	91.8667	AS	0	0
pathorighat pt	26.5369	91.9496	AS	1	81321
pathsala	26.5114	91.1802	AS	0	11242
patiladoha	26.5027	90.8080	AS	0	0
patsoi	24.7607	93.8407	MN	1	70665
patuk	27.9713	93.4621	AR	0	0
patuk adc	28.0023	93.4204	AR	1	9152
payagam	27.1000	93.3667	AR	0	0
payeng	28.2480	94.1290	AR	0	0
payeng circle	28.2800	94.1320	AR	1	5291
payong	27.1080	88.4490	SK	0	0
payum circle	28.6960	94.6085	AR	1	2354
pdengshakap	25.2329	92.1476	ML	0	0
pechrek	27.2466	88.2020	SK	0	0
pedi ngwalwa	25.6161	93.8555	NL	1	9255
pelling	27.3016	88.2327	SK	0	0
pemayangtse	27.3000	88.2500	SK	0	0
pemir	27.7513	93.9593	AR	0	0
pendam	27.2131	88.5223	SK	0	0
pengree	27.4433	95.7737	AS	0	0
pengri	27.4229	95.7652	AS	0	0
perabharigaon	27.1946	94.3964	AS	0	0
perapatti	9.4065	77.8367	MZ	0	0
peren	25.5128	93.7372	NL	1	95219
perhen	26.5161	93.6500	AS	0	0
periya pattanam	9.2638	78.9064	MZ	0	0
petla	26.2515	89.8509	AS	0	0
petla bhati	26.2569	89.8565	AS	0	0
petla maidhya	26.2733	89.8568	AS	0	0
petla ujan	26.2927	89.8728	AS	0	0
pfutsero	25.5675	94.2626	NL	1	31229
phaibak	24.5561	93.1520	MN	0	0
phaikulum	25.4753	93.4521	AS	0	0
phaileng	23.9121	92.9265	MZ	0	0
phaiphengmun	24.3403	93.4573	MN	0	0
phairuangkai	22.8238	92.6394	MZ	0	0
phaiyeng	24.8452	93.8226	MN	0	0
phalidanda	27.1698	88.3898	SK	0	0
phangchagaon	26.4266	93.8213	AS	0	0
phangchogaon	26.5131	93.4270	AS	0	0
phassang	27.7070	93.2823	AR	0	0
phassang circle	27.7156	93.2977	AR	1	2435
phatika	26.7407	93.2048	AS	0	0
phek sadar	25.6996	94.4666	NL	1	28571
phekchu	27.2467	88.5606	SK	0	0
phellong	25.0971	93.4431	MN	0	0
phensang	27.4209	88.6082	SK	0	0
phering	25.1753	94.3698	MN	0	0
pherzawl	24.2613	93.1883	MN	1	0
philimi	26.0703	94.4052	NL	0	0
philobari	27.5565	95.6931	AS	0	0
phlangmawphra	25.2902	91.2661	ML	0	0
phoipi	24.5180	93.6019	MN	0	0
phokhungri	25.5978	94.8118	NL	1	3010
phomching	26.7113	95.1990	NL	1	13937
phong	27.1813	88.4549	SK	0	0
photspi	25.2649	91.5209	ML	0	0
phuaibuang	23.9264	93.1221	MZ	0	0
phuitomi	25.4732	93.7647	NL	0	0
phukanbari te	27.3659	95.2123	AS	0	0
phukangaon	27.5416	94.6041	AS	0	0
phulaguri	26.2667	92.5833	AS	0	0
phulbari	25.8865	90.0371	ML	0	0
phuldungsei	23.8190	92.2607	TR	0	0
phullen	23.7964	92.9452	MZ	1	32878
phuloni	26.2775	93.1586	AS	1	286311
phuluni	26.2039	93.1286	AS	0	0
phungta	25.0871	94.7136	MN	0	0
phungyar	24.8118	94.3450	MN	1	16539
phunsebong	27.1970	88.2166	SK	0	0
phutang	27.2262	92.2466	AR	0	0
pidi circle	28.6519	94.3901	AR	1	1036
pinchi	27.7715	93.3225	AR	0	0
pingaleswar	26.3876	91.7741	AS	0	0
pipalibari	26.3765	91.3357	AS	0	4534
pipsorang	28.1542	93.6754	AR	0	0
pipsorang circle	28.1504	93.6630	AR	1	6788
pipu dipu	27.5169	93.0534	AR	0	0
pipu dipu circle	27.5386	93.1290	AR	1	3852
piradhara	26.2982	90.6927	AS	0	0
pirik	27.2447	88.5821	SK	0	0
pistana	27.5037	93.6523	AR	0	0
pistana circle	27.5270	93.6403	AR	1	4595
pithakhaitigaon	26.4167	92.1833	AS	0	0
pithanghen	27.4182	88.7508	SK	0	0
piyong	27.6429	95.8991	AR	0	0
piyong circle	27.6240	96.0049	AR	1	10481
pizirang veo circle	27.2278	93.0491	AR	1	3195
plongliang	28.2784	96.5554	AR	0	0
pointong	27.5000	92.5000	AR	0	0
pokalagi	26.3523	89.8448	AS	0	0
polosang circle	28.0068	92.9323	AR	1	1254
pongo	26.4851	94.8718	NL	0	0
porompat	24.8100	93.9683	MN	1	251171
potin	27.3368	93.8269	AR	0	0
powai	27.3525	95.6460	AS	0	0
poyom	28.2360	94.5843	AR	0	0
priphema	25.7446	93.9696	NL	0	0
psiar	25.5918	92.5783	ML	0	0
pub - dhaniram pather	26.0138	92.8717	AS	0	6280
puchep	27.2271	95.8471	AR	0	0
puchi geko	27.8940	94.2624	AR	0	0
puchi geko circle	27.8805	94.2491	AR	1	4418
pughoboto	25.9059	94.2833	NL	1	8943
puging	28.7432	94.9353	AR	0	0
pukhrambam	24.6770	93.8819	MN	0	0
pukhuri	27.4707	95.3367	AS	0	0
pukzing	23.3437	92.4272	MZ	0	0
pulomi	25.5811	93.9097	MN	0	0
pumao	26.8211	95.2106	AR	0	0
pumao circle	26.8297	95.2329	AR	1	4934
pungro	25.7646	94.8712	NL	1	16852
punkhung	26.7693	94.9617	NL	0	0
punyang	27.0908	95.8867	AR	0	0
purana namchi	27.1544	88.3508	SK	0	0
puranigudam	26.3764	92.7960	AS	0	0
purorr	25.9867	94.7966	NL	0	0
purul	25.3264	94.1878	MN	1	39063
purura khulen	24.4037	93.9782	MN	0	0
puthimari	26.6943	92.2194	AS	0	0
pynursla	25.3104	91.9239	ML	1	57870
pyudung	27.3182	92.7069	AR	0	0
rabdang	27.3136	88.4858	SK	1	42203
rabhapara	26.2553	89.8857	AS	0	0
rabikhola	27.1545	88.4188	SK	0	0
rabiraipara	23.6959	92.0474	TR	0	0
rabitar	27.1452	88.4254	SK	0	0
raddar	27.2333	93.5439	AR	0	0
radhakishorenagar	23.8676	91.3427	TR	0	13866
radhakishorepur	23.5368	91.4915	TR	0	9052
radhakishorpur	24.2333	92.2833	TR	0	0
raga adc	27.8048	94.1525	AR	1	5384
rahung	27.3144	92.3716	AR	0	0
raidang goan	27.5011	95.5434	AS	0	0
raigaon	27.2267	88.4275	SK	0	0
raikata islampur	25.9471	92.7655	AS	0	0
raimana	26.6344	89.9709	AS	0	0
raipalomei	25.3521	94.3243	MN	0	0
raipur	26.1409	89.8380	AS	0	0
raja bazar	24.8879	93.0688	AS	0	0
raja mayang	26.2379	92.0087	AS	0	0
rajabari	26.9371	94.8545	AS	0	0
rajapukhuri	26.0959	91.4848	AS	0	0
rajbari	25.8667	93.7333	AS	0	0
rajgurugaon	26.7797	94.1712	AS	0	0
rajja	28.0698	94.1379	AR	0	0
rajnagar	24.2961	92.1875	TR	0	0
rakhapara	26.0907	90.5234	AS	0	0
ralan	26.0092	93.9989	NL	1	8627
ralong	27.2163	88.5112	SK	0	0
ralvawng	22.9498	92.8611	MZ	0	0
ramaram	27.1588	88.4404	SK	0	0
rambabong	27.1127	88.4206	SK	0	0
rambeng	27.2018	88.4348	SK	0	0
rambrai	25.6519	91.3192	ML	0	0
rambuk	27.1513	88.1559	SK	0	0
ramdia	26.2315	91.4859	AS	0	0
ramiti	27.1830	88.4799	SK	0	0
ramkrishna nagar	24.4930	92.4379	AS	1	281864
ramlaitui	23.1828	92.7383	MZ	0	0
ramnagar	24.8255	92.7467	AS	0	0
ramnathpur	26.3320	89.8452	AS	0	0
ramphuk	27.1446	88.4833	SK	0	0
rampur	26.2764	91.2600	AS	0	0
ramsing	28.6539	94.9810	AR	0	0
ramthar	22.8796	92.7495	MZ	0	0
ranchapur	26.3889	89.8988	AS	0	0
rangagora	27.5696	95.2973	AS	0	0
rangamati	26.3833	91.9667	AS	0	0
rangangaon	26.4250	89.9295	AS	0	0
rangapahar	25.8557	93.7052	AS	0	6673
rangapani	26.3167	90.7833	AS	0	0
rangapara	26.8377	92.6688	AS	0	18739
rangazumi	25.9639	94.0226	AS	0	0
rangberam	25.7220	90.8220	AS	0	0
rangia	26.4493	91.6136	AS	0	27889
rangia pt	26.3892	91.6972	AS	1	103735
rangiaghutu	26.3757	89.9131	AS	0	0
rangjoli	25.9679	90.9359	AS	0	0
rangjuli	25.9928	90.9976	AS	1	112922
rangku	28.3500	94.7167	AR	0	0
rangli	27.2034	88.7027	SK	0	0
rangmaw	25.3727	91.5155	ML	0	0
rangpo	27.2135	88.5421	SK	1	30807
rangsapara	26.8129	92.6932	AS	0	0
rangshken	25.4667	91.7333	ML	0	0
rangthong	25.3393	91.3847	ML	0	0
ranguapara	26.4312	89.9306	AS	0	0
ranguthang	27.1956	88.3680	SK	0	0
ranigodam	26.0357	91.5845	AS	0	0
ranikhata	26.6336	90.3840	AS	0	0
ranikor	25.2505	91.1747	ML	1	41218
ranir bazar	23.8346	91.3661	TR	0	13104
ratabari	24.5998	92.4019	AS	0	0
ratepani	27.1399	88.4412	SK	0	0
ratuwa	27.3918	94.4632	AS	0	0
ravangla	27.3059	88.3636	SK	0	0
ravong	27.3761	88.3708	SK	1	24333
rayong	27.2461	88.3130	SK	0	0
razephema	25.7192	93.8016	NL	0	0
razieba	25.5195	94.3141	NL	1	5429
rebo perging circle	28.2918	95.0303	AR	1	2363
rebo-pergin	28.2840	95.0106	AR	0	0
reiek	23.7276	92.5856	MZ	1	17867
rembigiri	25.8665	90.3490	ML	0	0
rengdil	24.0484	92.3842	TR	0	0
rengma pathar	26.1785	93.9108	AS	0	0
rengte	24.4811	92.7586	AS	0	10554
renuk	27.1563	95.9108	AR	0	0
renuk circle	27.1073	95.9311	AR	1	715
rerapara	25.5449	90.0854	ML	1	53258
resamguri	26.4760	89.9893	AS	0	0
resubelpara	25.8586	90.6048	ML	1	74851
rewak songmong	25.2938	90.6660	ML	0	0
rhadakishorpur	24.2418	92.2890	TR	0	0
rhenok	27.1782	88.6467	SK	0	5883
ri-bhoi	25.8900	91.8271	ML	1	258840
riang	27.5333	92.9333	AR	0	0
riangchi	27.8912	93.4326	AR	0	0
ribdi	27.1694	88.1074	SK	0	0
richukrong	27.3826	92.8230	AR	0	0
richukrong circle	27.3524	92.8623	AR	1	3033
ridang	27.1491	88.1864	SK	0	0
riga eac	28.4316	95.0415	AR	1	4153
rihabari	26.6019	91.1690	AS	0	0
rikor	28.7925	94.9340	AR	0	0
rimijhimighat i	26.3913	90.1226	AS	0	0
rimrangpara	25.3316	90.2827	ML	0	0
rinchenpong	27.2433	88.2709	SK	0	0
rinchingpong	27.2394	88.2689	SK	0	0
ringkhap songmong	25.2965	90.4425	ML	0	0
ringui	25.0526	94.2522	MN	0	0
rishetsu	25.9594	94.7503	NL	0	0
rishi	27.2174	88.3075	SK	0	0
rodappanayakkanpatti	9.0509	78.1464	MZ	0	0
roing	28.1432	95.8447	AR	0	11389
roing hq	28.1410	95.7931	AR	1	35728
rokdanda	27.1355	88.4228	SK	0	0
romai	27.3788	95.0625	AS	0	0
romgiri	25.7310	90.1375	ML	0	0
rongara	25.2676	90.8044	ML	1	23023
rongchugiri	25.6918	90.1451	ML	0	0
ronghang arong	25.8635	93.4531	AS	0	0
rongjeng	25.6111	90.8689	ML	0	0
rongkhelan	25.8563	93.4418	AS	0	0
rongli	27.2155	88.7433	SK	1	27741
rongmachokgiri	25.8046	90.0681	ML	0	0
rongra	25.1940	90.7830	ML	0	0
rongra asimgiri	25.3941	90.4309	ML	0	0
rongram	25.6441	90.2604	ML	1	133603
rongrenggiri	25.5306	90.5707	ML	0	0
rongsanggiri	25.4906	90.0112	ML	0	0
rorathang	27.2020	88.6217	SK	0	0
rosekandi	24.6953	92.7150	AS	0	0
rotung	28.1418	95.1528	AR	0	0
rowmari	26.4428	91.9420	AS	0	0
rowta	26.7058	92.2266	AS	0	0
ruallalung	22.6583	92.6747	MZ	0	0
ruchung	27.1603	88.4616	SK	0	0
ruksin	27.8454	95.2230	AR	0	0
ruksin adc	27.8506	95.1859	AR	1	10573
rumgong	28.3099	94.8852	AR	0	0
rumgong adc	28.3511	94.8134	AR	1	3144
rungarh	27.8767	96.9422	AR	0	0
rupa sdo	27.1751	92.3828	AR	1	6749
rupahi	26.4706	92.6859	AS	1	228206
rupahi town	26.4197	92.7456	AS	0	8052
rupaichhari	23.0961	91.7000	TR	0	0
rupaigaon	27.4448	94.2322	AS	0	0
rupiabathan	26.4054	91.3432	AS	0	4981
rupsi	26.1245	89.9272	AS	0	0
rushyabari	23.4499	91.9332	TR	0	0
s bungtlang	22.2916	92.7003	MZ	1	17459
sabedabari	23.6637	91.8374	TR	0	0
sabroom	23.0594	91.6773	TR	1	126178
